#Wave		#Intensity
1725.819336	21900.130859
1724.844727	21969.353516
1723.869141	21926.095703
1722.893555	21898.232422
1721.917969	22165.027344
1720.942383	22032.099609
1719.965820	22291.064453
1718.989258	21907.242188
1718.012695	22153.320313
1717.036133	22427.443359
1716.058594	21944.048828
1715.082031	22126.001953
1714.104492	22568.755859
1713.126953	22290.212891
1712.148438	22359.482422
1711.170898	22538.626953
1710.192383	23093.341797
1709.213867	22676.962891
1708.235352	22771.628906
1707.255859	22587.894531
1706.277344	23213.599609
1705.297852	23137.058594
1704.318359	23310.654297
1703.337891	23341.287109
1702.358398	23695.878906
1701.377930	24022.261719
1700.397461	23968.572266
1699.416992	23999.035156
1698.435547	24139.078125
1697.455078	24449.787109
1696.473633	24373.123047
1695.492188	24788.074219
1694.510742	24994.031250
1693.528320	24606.689453
1692.545898	25255.496094
1691.563477	25349.240234
1690.581055	25389.515625
1689.598633	25294.953125
1688.615234	25775.191406
1687.631836	25792.458984
1686.648438	26407.109375
1685.665039	26241.242188
1684.681641	26192.332031
1683.697266	26417.808594
1682.712891	26762.558594
1681.728516	26766.890625
1680.743164	26783.914063
1679.758789	27108.052734
1678.773438	27130.068359
1677.788086	27644.271484
1676.802734	27666.160156
1675.816406	27485.158203
1674.831055	27760.615234
1673.844727	28137.347656
1672.858398	28052.664063
1671.871094	28302.478516
1670.884766	28521.785156
1669.897461	28444.669922
1668.910156	28777.794922
1667.922852	28543.697266
1666.934570	28972.833984
1665.947266	29027.269531
1664.958984	28790.740234
1663.970703	28708.603516
1662.981445	28881.916016
1661.993164	28822.548828
1661.003906	28603.958984
1660.014648	29345.796875
1659.025391	29470.812500
1658.035156	29358.318359
1657.045898	29008.468750
1656.055664	28886.023438
1655.065430	28768.677734
1654.074219	28795.246094
1653.083984	29046.378906
1652.092773	28805.457031
1651.101563	28302.320313
1650.110352	28218.007813
1649.119141	27921.953125
1648.126953	28268.785156
1647.134766	27897.242188
1646.142578	28039.845703
1645.150391	27643.324219
1644.157227	27549.185547
1643.165039	27296.458984
1642.171875	27333.337891
1641.178711	27460.802734
1640.184570	27263.615234
1639.191406	26998.589844
1638.197266	26768.890625
1637.203125	26589.582031
1636.208008	26908.136719
1635.213867	27080.767578
1634.218750	26853.757813
1633.223633	26679.609375
1632.228516	26656.248047
1631.233398	26811.201172
1630.237305	26699.941406
1629.241211	26546.054688
1628.245117	26620.617188
1627.249023	26772.933594
1626.252930	26711.947266
1625.255859	26455.357422
1624.258789	26329.267578
1623.261719	26717.169922
1622.263672	26726.427734
1621.266602	26913.599609
1620.268555	26852.658203
1619.270508	26709.082031
1618.272461	27083.957031
1617.273438	26672.490234
1616.275391	27280.007813
1615.276367	27143.968750
1614.277344	27133.093750
1613.277344	26721.968750
1612.278320	26831.238281
1611.278320	26790.429688
1610.278320	27124.632813
1609.278320	27106.269531
1608.277344	27070.423828
1607.277344	27124.533203
1606.276367	27355.960938
1605.275391	27419.970703
1604.273438	27294.203125
1603.272461	26903.890625
1602.270508	27262.441406
1601.268555	26732.578125
1600.266602	26971.269531
1599.263672	26713.544922
1598.260742	26889.798828
1597.258789	26911.412109
1596.254883	26795.931641
1595.251953	26658.074219
1594.249023	27163.041016
1593.245117	27017.689453
1592.241211	26849.988281
1591.237305	26774.476563
1590.232422	26873.240234
1589.227539	27158.609375
1588.223633	26926.328125
1587.217773	27206.583984
1586.212891	27357.394531
1585.208008	27436.029297
1584.202148	27534.515625
1583.196289	27600.650391
1582.189453	27492.812500
1581.183594	27541.533203
1580.176758	27801.357422
1579.169922	27810.257813
1578.163086	27776.945313
1577.156250	27860.310547
1576.148438	28154.582031
1575.141602	28275.044922
1574.133789	28345.841797
1573.125000	28074.359375
1572.117188	27966.640625
1571.108398	28374.599609
1570.099609	27867.830078
1569.090820	27552.076172
1568.082031	27548.611328
1567.072266	27795.308594
1566.063477	27623.398438
1565.053711	27454.039063
1564.042969	27609.009766
1563.033203	27486.742188
1562.022461	27681.224609
1561.011719	27410.574219
1560.000977	27543.156250
1558.990234	27163.857422
1557.978516	27420.037109
1556.966797	27826.869141
1555.955078	27810.984375
1554.943359	28002.625000
1553.931641	27643.388672
1552.918945	28185.634766
1551.906250	27525.310547
1550.893555	27558.869141
1549.880859	27969.986328
1548.867188	27993.562500
1547.853516	27812.390625
1546.839844	27470.992188
1545.826172	27539.041016
1544.811523	27533.105469
1543.797852	27840.175781
1542.783203	27651.833984
1541.768555	27419.228516
1540.752930	27556.173828
1539.738281	27505.910156
1538.722656	27179.927734
1537.707031	27656.509766
1536.690430	27534.886719
1535.674805	27565.859375
1534.658203	27508.261719
1533.641602	27679.404297
1532.625000	27811.130859
1531.608398	27876.425781
1530.590820	27860.587891
1529.573242	27579.380859
1528.555664	27600.462891
1527.538086	27714.865234
1526.519531	27642.591797
1525.501953	27891.962891
1524.483398	28011.134766
1523.463867	28061.541016
1522.445313	27655.578125
1521.425781	27904.726563
1520.407227	27773.640625
1519.386719	28044.720703
1518.367188	27832.765625
1517.347656	27858.628906
1516.327148	27965.341797
1515.306641	27922.570313
1514.286133	28139.435547
1513.264648	27780.757813
1512.244141	28071.003906
1511.222656	28162.863281
1510.201172	28195.951172
1509.178711	28260.828125
1508.157227	28208.263672
1507.134766	28224.197266
1506.112305	28171.662109
1505.089844	28334.263672
1504.066406	28672.759766
1503.042969	28461.333984
1502.019531	28738.580078
1500.996094	28539.439453
1499.972656	28540.617188
1498.948242	28751.748047
1497.923828	28967.669922
1496.899414	28790.607422
1495.875000	28972.267578
1494.850586	29107.501953
1493.825195	29125.619141
1492.799805	29241.253906
1491.774414	29744.425781
